loss,mae,mse,val_loss,val_mae,val_mse,learning_rate
0.9050987362861633,0.7034130096435547,0.9050987362861633,0.8075549602508545,0.6506369113922119,0.8075549602508545,0.0010000000474974513
0.8447049260139465,0.676462709903717,0.8447049260139465,0.8170269131660461,0.6836592555046082,0.8170269131660461,0.0010000000474974513
0.8416607975959778,0.675593376159668,0.8416607975959778,0.8138973116874695,0.649234414100647,0.8138973116874695,0.0010000000474974513
0.8394837379455566,0.6743254065513611,0.8394837379455566,0.8081180453300476,0.6713448166847229,0.8081180453300476,0.0010000000474974513
0.8375126123428345,0.6736465692520142,0.8375126123428345,0.8080831170082092,0.6642866730690002,0.8080831170082092,0.0010000000474974513
0.8355923295021057,0.672894299030304,0.8355923295021057,0.8066290616989136,0.6598365902900696,0.8066290616989136,0.0010000000474974513
0.8350595831871033,0.6719447374343872,0.8350595831871033,0.7991682291030884,0.6538235545158386,0.7991682291030884,0.0010000000474974513
0.8324553966522217,0.6708194017410278,0.8324553966522217,0.7990572452545166,0.65599524974823,0.7990572452545166,0.0010000000474974513
0.831890881061554,0.6713828444480896,0.831890881061554,0.8049082159996033,0.6575465798377991,0.8049082159996033,0.0010000000474974513
0.8316806554794312,0.6710202693939209,0.8316806554794312,0.8072472810745239,0.6575958132743835,0.8072472810745239,0.0010000000474974513
0.8319106698036194,0.670907199382782,0.8319106698036194,0.8222578763961792,0.6767182946205139,0.8222578763961792,0.0010000000474974513
0.8295421600341797,0.6699344515800476,0.8295421600341797,0.8072345852851868,0.6611987352371216,0.8072345852851868,0.0010000000474974513
0.8289037346839905,0.6697946190834045,0.8289037346839905,0.8072299957275391,0.6608715057373047,0.8072299957275391,0.0010000000474974513
0.8251630663871765,0.6681944131851196,0.8251630663871765,0.8224837779998779,0.6680501699447632,0.8224837779998779,0.0005000000237487257
0.8237658739089966,0.6675217747688293,0.8237658739089966,0.8128387331962585,0.6643945574760437,0.8128387331962585,0.0005000000237487257
0.8253841996192932,0.6685801148414612,0.8253841996192932,0.820563554763794,0.6683683395385742,0.820563554763794,0.0005000000237487257
0.8235990405082703,0.6677508354187012,0.8235990405082703,0.80035799741745,0.6533775925636292,0.80035799741745,0.0005000000237487257
0.8243022561073303,0.6680166721343994,0.8243022561073303,0.7967561483383179,0.6536703109741211,0.7967561483383179,0.0005000000237487257
0.823540449142456,0.6676292419433594,0.823540449142456,0.7988128662109375,0.6496977806091309,0.7988128662109375,0.0005000000237487257
0.8243852853775024,0.6683112382888794,0.8243852853775024,0.8076571822166443,0.6628707647323608,0.8076571822166443,0.0005000000237487257
0.8236092329025269,0.6681583523750305,0.8236092329025269,0.8029419779777527,0.6570400595664978,0.8029419779777527,0.0005000000237487257
0.8235445022583008,0.667900025844574,0.8235445022583008,0.8144850134849548,0.6630898118019104,0.8144850134849548,0.0005000000237487257
0.8221350908279419,0.6672002077102661,0.8221350908279419,0.8175488114356995,0.6696301698684692,0.8175488114356995,0.0005000000237487257
0.8219549655914307,0.66689133644104,0.8219549655914307,0.8221550583839417,0.6735562086105347,0.8221550583839417,0.0002500000118743628
0.8205576539039612,0.6670809984207153,0.8205576539039612,0.8193404078483582,0.6684399843215942,0.8193404078483582,0.0002500000118743628
0.8201738595962524,0.666753351688385,0.8201738595962524,0.81211918592453,0.6637639403343201,0.81211918592453,0.0002500000118743628
0.8199624419212341,0.6664411425590515,0.8199624419212341,0.8063002228736877,0.6610020399093628,0.8063002228736877,0.0002500000118743628
0.8200126886367798,0.6667682528495789,0.8200126886367798,0.8110889196395874,0.6647740006446838,0.8110889196395874,0.0002500000118743628
