epoch,train_loss,train_mae,train_rmse,train_r2,train_mape,train_crps,train_coverage_80,val_loss,val_mae,val_rmse,val_r2,val_mape,val_crps,val_coverage_80
1,53.2194811990656,15.257919311523438,18.0629825592041,-2.3483541011810303,98.36015105247498,14.20124626159668,0.19485124945640564,5.667232970560878,14.17732048034668,16.907514572143555,-2.0972728729248047,95.54719924926758,11.614322662353516,0.24459032714366913
2,5.14891577352044,14.549392700195312,17.17390251159668,-2.026846408843994,91.91901683807373,11.304025650024414,0.309492290019989,4.035387984977281,12.921217918395996,15.356444358825684,-1.5550611019134521,83.24877619743347,9.334741592407227,0.47732827067375183
3,3.9349988442988484,12.985441207885742,15.629581451416016,-1.5069580078125,80.75233101844788,9.340662002563477,0.4589950740337372,3.3273568921837926,10.848210334777832,13.638917922973633,-1.0154860019683838,69.80900168418884,7.573246955871582,0.6177574992179871
4,3.3907246267868696,11.233485221862793,14.02082347869873,-1.0174345970153809,68.97438764572144,7.8353495597839355,0.5879551768302917,3.1451424291311216,9.797528266906738,12.639947891235352,-0.7310534715652466,61.77804470062256,6.799086093902588,0.6871278882026672
5,3.2016827577462226,10.357780456542969,13.162734985351562,-0.7780530452728271,62.7343475818634,7.1675639152526855,0.6482122540473938,3.0346991503534237,9.153173446655273,12.023670196533203,-0.5663689374923706,56.95409178733826,6.3429670333862305,0.7246512174606323
6,3.1029892742999494,9.683485984802246,12.505422592163086,-0.604904294013977,57.9251766204834,6.679624080657959,0.6931711435317993,2.966779878316832,8.550971984863281,11.437487602233887,-0.41736340522766113,52.45168209075928,5.944196701049805,0.7574202418327332
7,3.0164460097353882,9.066346168518066,11.907224655151367,-0.45503532886505127,53.56433987617493,6.258962631225586,0.731287956237793,2.8834554932334204,7.920558452606201,10.826156616210938,-0.26989710330963135,47.926971316337585,5.546258449554443,0.7893450856208801
8,2.9246294235159285,8.333882331848145,11.196479797363281,-0.28651678562164307,48.514506220817566,5.781215190887451,0.772210419178009,2.795521192314211,7.147555828094482,10.062296867370605,-0.09701919555664062,42.66110956668854,5.0728068351745605,0.8240246772766113
9,2.819469937517599,7.430575370788574,10.313199043273926,-0.09153890609741211,42.5553172826767,5.2195210456848145,0.8172022104263306,2.6950519301674585,6.237133979797363,9.128955841064453,0.09705322980880737,37.00072467327118,4.534900188446045,0.8575824499130249
10,2.717058581077248,6.46942663192749,9.348597526550293,0.10309725999832153,36.64542734622955,4.651252746582031,0.858182430267334,2.6158815651885736,5.492115497589111,8.31081485748291,0.25164586305618286,33.043453097343445,4.107028484344482,0.8852083683013916
