loss,mae,mse,val_loss,val_mae,val_mse,learning_rate
1.013735294342041,0.7626363635063171,1.013735294342041,0.6479378938674927,0.5949952006340027,0.6479378938674927,0.0010000000474974513
0.8324528932571411,0.686019778251648,0.8324528932571411,0.6564191579818726,0.619249165058136,0.6564191579818726,0.0010000000474974513
0.7932403087615967,0.6661601662635803,0.7932403087615967,0.768379807472229,0.6326320767402649,0.768379807472229,0.0010000000474974513
0.7636351585388184,0.6514350771903992,0.7636351585388184,0.6362296342849731,0.5760625004768372,0.6362296342849731,0.0010000000474974513
0.7384047508239746,0.6417815089225769,0.7384047508239746,0.6214109659194946,0.5929620862007141,0.6214109659194946,0.0010000000474974513
0.7305423617362976,0.6340516209602356,0.7305423617362976,0.6294342279434204,0.5871069431304932,0.6294342279434204,0.0010000000474974513
0.733790934085846,0.6339555978775024,0.733790934085846,0.6425974369049072,0.586811900138855,0.6425974369049072,0.0010000000474974513
0.7154252529144287,0.6309372186660767,0.7154252529144287,0.7078118920326233,0.5965657830238342,0.7078118920326233,0.0010000000474974513
0.7188796997070312,0.6295204162597656,0.7188796997070312,0.6574269533157349,0.5800129771232605,0.6574269533157349,0.0010000000474974513
0.7091067433357239,0.6236110925674438,0.7091067433357239,0.6124559640884399,0.5758735537528992,0.6124559640884399,0.0010000000474974513
0.7059233784675598,0.6234618425369263,0.7059233784675598,0.6468538641929626,0.576667308807373,0.6468538641929626,0.0010000000474974513
0.7105398774147034,0.6257574558258057,0.7105398774147034,0.6850055456161499,0.5860679149627686,0.6850055456161499,0.0010000000474974513
0.6996409893035889,0.6216881275177002,0.6996409893035889,0.674064040184021,0.5846582055091858,0.674064040184021,0.0010000000474974513
0.7089972496032715,0.6256493330001831,0.7089972496032715,0.6408893465995789,0.5728921890258789,0.6408893465995789,0.0010000000474974513
0.6959167122840881,0.620603084564209,0.6959167122840881,0.666384756565094,0.5780171155929565,0.666384756565094,0.0010000000474974513
0.6876617074012756,0.6144504547119141,0.6876617074012756,0.6606304049491882,0.5768914818763733,0.6606304049491882,0.0005000000237487257
0.6907497644424438,0.6156402230262756,0.6907497644424438,0.6677562594413757,0.5787801146507263,0.6677562594413757,0.0005000000237487257
0.687583863735199,0.6173798441886902,0.687583863735199,0.6856763362884521,0.584575355052948,0.6856763362884521,0.0005000000237487257
0.6882277727127075,0.615695059299469,0.6882277727127075,0.6446118354797363,0.5738462805747986,0.6446118354797363,0.0005000000237487257
0.6839810013771057,0.6153169274330139,0.6839810013771057,0.6420378088951111,0.5738041400909424,0.6420378088951111,0.0005000000237487257
