epoch,train_loss,train_mae,train_rmse,train_r2,train_mape,train_crps,train_coverage_80,val_loss,val_mae,val_rmse,val_r2,val_mape,val_crps,val_coverage_80
1,130.41973546632357,15.310832023620605,18.16329574584961,-2.343116521835327,98.91477823257446,14.072887420654297,0.19722433388233185,6.792575828692052,15.9779052734375,18.714948654174805,-2.274181604385376,94.53182220458984,13.702568054199219,0.20701739192008972
2,93.19373201274578,14.35726261138916,16.99464988708496,-1.9267570972442627,90.37068486213684,11.988100051879883,0.245510995388031,5.587382778447336,15.003789901733398,17.45293617248535,-1.84749174118042,86.18391156196594,11.8961181640625,0.2799217402935028
3,79.80226795114538,13.19226360321045,15.806175231933594,-1.5317206382751465,81.64597749710083,9.943622589111328,0.37518709897994995,4.164523773792527,13.525315284729004,16.271228790283203,-1.4749488830566406,78.63133549690247,9.678051948547363,0.39701205492019653
4,67.17772061944373,11.732466697692871,14.539148330688477,-1.1421020030975342,72.4144995212555,8.215680122375488,0.5527330040931702,3.707666197372357,12.316878318786621,15.10435962677002,-1.1327016353607178,70.93106508255005,8.640888214111328,0.5159319639205933
5,57.59128179325662,10.596260070800781,13.439745903015137,-0.8303929567337036,64.27080631256104,7.3435444831848145,0.6318896412849426,3.421090475551745,11.232155799865723,14.038681983947754,-0.8423755168914795,63.83931636810303,7.799030780792236,0.5928826928138733
6,49.66213473863709,9.58240032196045,12.449333190917969,-0.5705596208572388,57.000863552093506,6.62160062789917,0.6962723135948181,3.1972136485014913,10.260008811950684,13.064640045166016,-0.5955867767333984,57.33743906021118,7.071609020233154,0.6619729399681091
7,42.77572898903791,8.620848655700684,11.513834953308105,-0.34339046478271484,50.31027793884277,5.9779953956604,0.7524542808532715,3.0386856139018272,9.234732627868652,12.06116008758545,-0.35988950729370117,50.74092745780945,6.356698513031006,0.7282342314720154
8,36.12140400163227,7.614410400390625,10.527444839477539,-0.12307357788085938,43.67690086364746,5.340812683105469,0.8046397566795349,2.9087782205711483,8.17630386352539,11.022695541381836,-0.13579797744750977,44.14532482624054,5.660697937011719,0.7870151400566101
9,30.286188590245946,6.6743693351745605,9.578128814697266,0.07034128904342651,37.95541524887085,4.772457599639893,0.8464935421943665,2.7993684963406067,7.18531608581543,10.044180870056152,0.056906938552856445,38.24435770511627,5.049778461456299,0.8310673832893372
10,25.47019726178297,5.864556789398193,8.717507362365723,0.2299005389213562,33.56909155845642,4.2985520362854,0.8780651092529297,2.697214791912059,6.268285751342773,9.126748085021973,0.22132253646850586,33.201637864112854,4.519621849060059,0.8640924692153931
11,21.51083770720717,5.19608211517334,7.940627574920654,0.3610426187515259,30.637186765670776,3.909712791442871,0.9025008082389832,2.607460216701967,5.494090557098389,8.29204273223877,0.35724037885665894,29.350590705871582,4.08101224899292,0.8909108638763428
12,18.592775450270153,4.7216925621032715,7.315592288970947,0.45767301321029663,29.282835125923157,3.626708984375,0.9209451675415039,2.545852520078889,4.923879623413086,7.628065586090088,0.45605576038360596,27.015644311904907,3.7617506980895996,0.9110932946205139
13,16.738888696613916,4.449875354766846,6.889728546142578,0.5189763307571411,29.288962483406067,3.4527478218078613,0.9333913922309875,2.5133630492924395,4.545115947723389,7.142962455749512,0.523039698600769,25.906193256378174,3.548644781112671,0.9258078336715698
14,15.686426051441455,4.322444438934326,6.634019374847412,0.5540196895599365,29.933515191078186,3.3591506481170654,0.9415920972824097,2.516784383364373,4.336770057678223,6.8565592765808105,0.560521125793457,25.134295225143433,3.4299702644348145,0.9326127171516418
15,14.787746024351403,4.121033668518066,6.406649112701416,0.5840662717819214,27.784261107444763,3.2522714138031006,0.9409400224685669,2.465411286079447,4.199963569641113,6.725266933441162,0.5771906971931458,23.63547831773758,3.350754499435425,0.9300723671913147
16,14.300108361024574,4.038715839385986,6.280642032623291,0.600266695022583,27.30763554573059,3.191863775253296,0.9395986795425415,2.45440252039445,4.205268383026123,6.711623191833496,0.5789045095443726,23.116591572761536,3.3187828063964844,0.9128243923187256
17,13.822712844567508,3.9561386108398438,6.158743858337402,0.6156326532363892,26.78636908531189,3.122185230255127,0.9351770877838135,2.3979105250373562,3.9711334705352783,6.39437198638916,0.6177730560302734,22.523212432861328,3.1593868732452393,0.9145203232765198
18,13.289447339310739,3.8871240615844727,6.030791759490967,0.6314376592636108,26.646611094474792,3.021155834197998,0.9148617386817932,2.3754938784694173,3.9118175506591797,6.284595489501953,0.630784273147583,22.146214544773102,3.0674705505371094,0.8822271227836609
