epoch,train_loss,train_mae,train_rmse,train_r2,train_mape,train_crps,train_coverage_80,val_loss,val_mae,val_rmse,val_r2,val_mape,val_crps,val_coverage_80
1,53.981455384587946,15.318013191223145,18.13791847229004,-2.376192808151245,98.87046217918396,14.19806957244873,0.19585518538951874,5.164195927706632,14.325284004211426,17.0919246673584,-2.165205717086792,96.9768762588501,11.474898338317871,0.2650626599788666
2,5.005801265225089,14.746581077575684,17.43915557861328,-2.1210684776306152,93.79545450210571,11.423805236816406,0.30598777532577515,4.079769268508785,13.14244556427002,15.669366836547852,-1.6602520942687988,85.74228286743164,9.573588371276855,0.4600439965724945
3,3.958335755061518,13.185054779052734,15.890402793884277,-1.5913269519805908,82.62784481048584,9.516051292419434,0.44501617550849915,3.3852236940841043,11.204209327697754,14.021324157714844,-1.1300904750823975,72.80420660972595,7.8135199546813965,0.594186007976532
4,3.420275044587492,11.51537036895752,14.315463066101074,-1.1031160354614258,71.13868594169617,8.039956092834473,0.5691090822219849,3.1508575983283933,10.075136184692383,12.929068565368652,-0.8111499547958374,64.054274559021,6.979862213134766,0.6689549684524536
5,3.2304876391873036,10.579925537109375,13.394654273986816,-0.8412615060806274,64.38902616500854,7.318578243255615,0.6326192617416382,3.0591354685381424,9.377649307250977,12.248024940490723,-0.6253694295883179,58.68930220603943,6.486817359924316,0.7115435600280762
6,3.1207709327065873,9.863548278808594,12.694049835205078,-0.6536847352981567,59.231287240982056,6.800940990447998,0.6806600093841553,2.968528160378953,8.645339012145996,11.536425590515137,-0.4419907331466675,53.19660305976868,5.998180389404297,0.7522549629211426
7,3.009036380089134,9.036023139953613,11.887941360473633,-0.45032620429992676,53.37786674499512,6.233770847320557,0.7318795919418335,2.869139655562472,7.807325839996338,10.719528198242188,-0.24500560760498047,47.17470109462738,5.4662017822265625,0.7939438223838806
8,2.900487273748667,8.1543550491333,11.029382705688477,-0.24840319156646729,47.33445942401886,5.660867214202881,0.7809799313545227,2.77352357501826,6.963862895965576,9.879552841186523,-0.05753457546234131,41.50773286819458,4.953620910644531,0.8310339450836182
9,2.7984720417326945,7.263575553894043,10.152008056640625,-0.05768477916717529,41.516855359077454,5.1104655265808105,0.8244895935058594,2.6837540303380036,6.176146984100342,9.065665245056152,0.10952997207641602,36.6979718208313,4.490540504455566,0.8599040508270264
10,2.706439464370166,6.417572498321533,9.29873275756836,0.11263978481292725,36.37292981147766,4.61224365234375,0.8600583672523499,2.6105322108781044,5.4765543937683105,8.291299819946289,0.25515615940093994,33.02411139011383,4.084824085235596,0.8855971693992615
