loss,mae,mse,val_loss,val_mae,val_mse,learning_rate
0.8931679129600525,0.697948694229126,0.8931679129600525,0.8002699613571167,0.6580347418785095,0.8002699613571167,0.0010000000474974513
0.8450750112533569,0.6762294173240662,0.8450750112533569,0.807990312576294,0.6505524516105652,0.807990312576294,0.0010000000474974513
0.8410229086875916,0.6751899719238281,0.8410229086875916,0.8012858033180237,0.6600005030632019,0.8012858033180237,0.0010000000474974513
0.8384289145469666,0.6740124821662903,0.8384289145469666,0.8008095622062683,0.6575073003768921,0.8008095622062683,0.0010000000474974513
0.8370488286018372,0.6735183596611023,0.8370488286018372,0.8093510270118713,0.6489067673683167,0.8093510270118713,0.0010000000474974513
0.8342223763465881,0.6719956398010254,0.8342223763465881,0.8065494894981384,0.6534558534622192,0.8065494894981384,0.0010000000474974513
0.8282163739204407,0.6697922945022583,0.8282163739204407,0.8044317960739136,0.6625491976737976,0.8044317960739136,0.0005000000237487257
0.8277325630187988,0.6696999669075012,0.8277325630187988,0.8167135715484619,0.6632235050201416,0.8167135715484619,0.0005000000237487257
0.8271059989929199,0.6687078475952148,0.8271059989929199,0.8247345685958862,0.6791844964027405,0.8247345685958862,0.0005000000237487257
0.8283030986785889,0.6699017286300659,0.8283030986785889,0.8213326334953308,0.6715265512466431,0.8213326334953308,0.0005000000237487257
0.8268853425979614,0.6694297790527344,0.8268853425979614,0.8007277846336365,0.6593130826950073,0.8007277846336365,0.0005000000237487257
