epoch,train_loss,train_mae,train_rmse,train_r2,train_mape,train_crps,train_coverage_80,val_loss,val_mae,val_rmse,val_r2,val_mape,val_crps,val_coverage_80
1,2.551438865512276,6.7993621826171875,9.322431564331055,0.1051321029663086,22.716788947582245,5.166169166564941,0.79929518699646,1.3860600644891912,5.007021427154541,7.239168167114258,0.3911316990852356,14.737284183502197,3.8525266647338867,0.8553449511528015
2,1.7464557718110565,5.0675506591796875,6.967781066894531,0.5000926852226257,17.66296476125717,3.6341371536254883,0.8638383746147156,1.0283842675097576,3.9223103523254395,5.609886646270752,0.63435959815979,12.448295205831528,2.8252017498016357,0.9132627844810486
3,1.3278899374157525,4.126108169555664,5.555797100067139,0.6821712255477905,16.802068054676056,2.8638317584991455,0.8821564316749573,0.8563532937656749,3.2153260707855225,4.3438239097595215,0.7807748317718506,13.155271112918854,2.2445380687713623,0.9180456399917603
4,1.0201267605393258,3.305948257446289,4.506851673126221,0.7908551692962646,16.20841920375824,2.345404624938965,0.8822887539863586,0.5418108399812277,2.360042095184326,3.442331075668335,0.8623262047767639,11.992516368627548,1.7806379795074463,0.9086370468139648
5,0.8004761374236753,2.846888303756714,4.041529178619385,0.8318131566047668,16.35369509458542,2.080044984817505,0.8700626492500305,0.4545426457733303,2.161363363265991,3.235036611557007,0.8784081935882568,12.419553846120834,1.6380128860473633,0.9014278650283813
6,0.6465806203667216,2.6325104236602783,3.8811075687408447,0.8448999524116516,16.14077091217041,1.9442046880722046,0.861499011516571,0.4044027316879916,2.162864923477173,3.201753616333008,0.8808972239494324,12.94262409210205,1.5856029987335205,0.8857003450393677
7,0.5575827829523108,2.5412609577178955,3.7885169982910156,0.8522120714187622,15.864850580692291,1.862220287322998,0.8715991973876953,0.4235155578557547,2.174680471420288,3.2303225994110107,0.8787622451782227,13.317279517650604,1.5832463502883911,0.8616114854812622
8,0.5426938975817405,2.48016357421875,3.7549993991851807,0.8548154830932617,15.732164680957794,1.8219146728515625,0.8638684153556824,0.2622358961538835,2.0570836067199707,3.0690865516662598,0.8905630111694336,12.175212800502777,1.460730791091919,0.9002059698104858
9,0.5466370593248064,2.5277764797210693,3.759568929672241,0.8544619083404541,15.89500904083252,1.8242919445037842,0.8591987490653992,0.19897618231835304,1.8472034931182861,2.986621618270874,0.8963649868965149,11.75672709941864,1.3945509195327759,0.9229856133460999
10,0.5043880464113265,2.4678096771240234,3.7216391563415527,0.8573837280273438,15.69974273443222,1.790757656097412,0.8662649393081665,0.26314207621209035,1.926674723625183,3.011937141418457,0.8946006894111633,12.379050254821777,1.4253525733947754,0.9050062894821167
11,0.5043830984924197,2.4595091342926025,3.7316794395446777,0.8566132187843323,16.070470213890076,1.7947776317596436,0.8608886003494263,0.3588839550684025,2.2016546726226807,3.1883044242858887,0.8818957209587097,13.79259079694748,1.5675654411315918,0.8406646847724915
12,0.4457356071712187,2.4096593856811523,3.6785407066345215,0.8606677651405334,15.696509182453156,1.758184552192688,0.870285153388977,0.21872437982396645,2.0594561100006104,3.0654408931732178,0.8908228278160095,12.69751787185669,1.4628379344940186,0.8807429075241089
13,0.4234331160183721,2.387908458709717,3.662571668624878,0.8618748188018799,15.346194803714752,1.7376691102981567,0.8635917901992798,0.1474873535335064,1.9422866106033325,2.990262031555176,0.8961122035980225,12.205245345830917,1.4033124446868896,0.9152527451515198
14,0.40153537207268497,2.3600504398345947,3.6356310844421387,0.8638993501663208,15.474528074264526,1.7174525260925293,0.8732590079307556,0.1111626046915333,1.8922733068466187,2.9559786319732666,0.8984807133674622,11.942698806524277,1.3711837530136108,0.9145545363426208
15,0.3782114525236006,2.323568820953369,3.6084656715393066,0.865925669670105,15.06011188030243,1.694287657737732,0.8705648183822632,0.13955679568144577,1.9665569067001343,2.9853219985961914,0.8964551687240601,12.114230543375015,1.3901914358139038,0.8945677876472473
16,0.3560187354583868,2.313671827316284,3.586075782775879,0.8675843477249146,15.109336376190186,1.678722858428955,0.8744948506355286,0.19802085113070614,2.0034356117248535,2.996058702468872,0.8957090377807617,12.656164169311523,1.4141677618026733,0.8623970150947571
17,0.35258968064448976,2.303145170211792,3.5730652809143066,0.8685433864593506,15.013043582439423,1.6684448719024658,0.870739221572876,0.012525379899647329,1.7977532148361206,2.8556814193725586,0.905252993106842,11.24657467007637,1.282928466796875,0.9246613383293152
18,0.3334898089935849,2.292954921722412,3.5627143383026123,0.8693039417266846,15.084639191627502,1.6597166061401367,0.8787195682525635,0.13913766900682217,1.9559353590011597,2.962975025177002,0.8979995846748352,12.210453301668167,1.3740710020065308,0.871386706829071
19,0.3407411827337022,2.2824742794036865,3.5509023666381836,0.8701691627502441,14.89410251379013,1.6513220071792603,0.8683788180351257,0.024690591282658762,1.820304036140442,2.855259656906128,0.9052809476852417,11.175855249166489,1.2776819467544556,0.9025450348854065
20,0.32932312256537827,2.2784273624420166,3.534426689147949,0.8713711500167847,14.862881600856781,1.6414793729782104,0.8705648183822632,0.010220233858986334,1.7446717023849487,2.8178820610046387,0.9077446460723877,10.913880914449692,1.251147985458374,0.9402492642402649
21,0.3038019119226426,2.2456634044647217,3.5054001808166504,0.873475193977356,14.762397110462189,1.6215862035751343,0.8753548264503479,-0.01818400902020467,1.7720969915390015,2.8371970653533936,0.9064756035804749,11.13842949271202,1.2614684104919434,0.9239456653594971
