loss,mae,mse,val_loss,val_mae,val_mse,learning_rate
1.0383986234664917,0.7763011455535889,1.0383986234664917,0.7066668272018433,0.6662819981575012,0.7066668272018433,0.0010000000474974513
0.8436063528060913,0.6899511814117432,0.8436063528060913,0.6348702311515808,0.5829989910125732,0.6348702311515808,0.0010000000474974513
0.7888180017471313,0.6662890911102295,0.7888180017471313,0.6208412647247314,0.5910933017730713,0.6208412647247314,0.0010000000474974513
0.7623116970062256,0.650375485420227,0.7623116970062256,0.6795271635055542,0.5842692255973816,0.6795271635055542,0.0010000000474974513
0.7442629933357239,0.6411961317062378,0.7442629933357239,0.6620879173278809,0.6068629026412964,0.6620879173278809,0.0010000000474974513
0.7410722374916077,0.6430417895317078,0.7410722374916077,0.6187326312065125,0.5823255181312561,0.6187326312065125,0.0010000000474974513
0.7226163744926453,0.6352072358131409,0.7226163744926453,0.6404461860656738,0.5870091915130615,0.6404461860656738,0.0010000000474974513
0.7187798619270325,0.6290985345840454,0.7187798619270325,0.638982892036438,0.5705094337463379,0.638982892036438,0.0010000000474974513
0.7193825244903564,0.6277772784233093,0.7193825244903564,0.6370561718940735,0.5718034505844116,0.6370561718940735,0.0010000000474974513
0.7109179496765137,0.6291399598121643,0.7109179496765137,0.6972528100013733,0.5867753028869629,0.6972528100013733,0.0010000000474974513
0.7061676979064941,0.6236189007759094,0.7061676979064941,0.6723053455352783,0.5797820687294006,0.6723053455352783,0.0010000000474974513
0.7005113363265991,0.6217208504676819,0.7005113363265991,0.6315317153930664,0.5718798041343689,0.6315317153930664,0.0005000000237487257
0.7035989761352539,0.6254618167877197,0.7035989761352539,0.6725149750709534,0.5830470323562622,0.6725149750709534,0.0005000000237487257
0.700564980506897,0.6195247769355774,0.700564980506897,0.6296166777610779,0.5753000378608704,0.6296166777610779,0.0005000000237487257
0.69261634349823,0.6216120719909668,0.69261634349823,0.6322939395904541,0.5743998885154724,0.6322939395904541,0.0005000000237487257
0.696846604347229,0.6215176582336426,0.696846604347229,0.6657440066337585,0.5784347057342529,0.6657440066337585,0.0005000000237487257
