epoch,train_loss,train_mae,train_rmse,train_r2,train_mape,train_crps,train_coverage_80,val_loss,val_mae,val_rmse,val_r2,val_mape,val_crps,val_coverage_80
1,167.63939151811246,15.047884941101074,17.883136749267578,-2.253657102584839,97.50751256942749,14.147416114807129,0.1890469789505005,8.998018640700218,16.087194442749023,18.842050552368164,-2.361034393310547,95.73707580566406,14.236845970153809,0.19545575976371765
2,96.66450438645381,14.505400657653809,17.193212509155273,-2.007450819015503,92.36186146736145,12.332867622375488,0.2243812084197998,5.760654722506574,15.287074089050293,17.795785903930664,-1.9981331825256348,88.88621926307678,12.24731731414795,0.2462577521800995
3,84.93511181650722,13.744384765625,16.254276275634766,-1.687941074371338,85.35650372505188,10.85354995727539,0.30915313959121704,5.183880693190325,14.545367240905762,16.84174346923828,-1.6852867603302002,82.54125714302063,11.112076759338379,0.3364955484867096
4,75.44335310236298,12.824346542358398,15.353267669677734,-1.3982036113739014,78.64574790000916,9.525100708007812,0.4180552363395691,4.629883481259168,13.369728088378906,15.976475715637207,-1.4164540767669678,77.18706130981445,9.58686351776123,0.3341085612773895
5,65.93761732166124,11.59827709197998,14.386847496032715,-1.1057934761047363,71.66314721107483,8.12433910369873,0.5474109649658203,3.855071970041362,12.39311408996582,15.122119903564453,-1.1649208068847656,71.60762548446655,8.680657386779785,0.5001227259635925
6,58.60014488718744,10.705170631408691,13.548735618591309,-0.8675918579101562,65.34610986709595,7.429185390472412,0.6241873502731323,3.5376897530931655,11.54970932006836,14.291106224060059,-0.9335182905197144,66.09483361244202,8.010845184326172,0.5745270848274231
7,52.0462147450033,9.884499549865723,12.749940872192383,-0.6538679599761963,59.381985664367676,6.837541103363037,0.6777628660202026,3.3174663816744854,10.71725082397461,13.467594146728516,-0.7171041965484619,60.587793588638306,7.38387393951416,0.6312184929847717
8,46.19286973068199,9.099278450012207,11.986642837524414,-0.46177196502685547,53.82195711135864,6.301796913146973,0.726023256778717,3.1342365672479526,9.951921463012695,12.726448059082031,-0.5333137512207031,55.60117959976196,6.839426517486572,0.6818141341209412
9,41.251260771644915,8.390787124633789,11.297334671020508,-0.2984832525253296,48.962485790252686,5.838475704193115,0.7657076716423035,3.0198159346442006,9.20001220703125,11.999576568603516,-0.363165020942688,50.718408823013306,6.326826095581055,0.7298498749732971
10,36.56931658635167,7.681560516357422,10.59880256652832,-0.14287304878234863,44.302940368652344,5.390415191650391,0.8021280765533447,2.9207585461406786,8.424185752868652,11.246726036071777,-0.19748151302337646,45.756688714027405,5.818798542022705,0.774544894695282
11,32.094043671739705,6.968416690826416,9.884033203125,0.00607675313949585,39.874741435050964,4.955764293670654,0.8342760801315308,2.8382352674650453,7.633231163024902,10.476737976074219,-0.039127469062805176,40.83527624607086,5.3251051902771,0.8109579086303711
12,28.038944416345892,6.29858922958374,9.188676834106445,0.14100533723831177,36.03123724460602,4.558348655700684,0.861437976360321,2.748037466864368,6.865438938140869,9.730265617370605,0.10367399454116821,36.26938462257385,4.873057842254639,0.8416711091995239
13,24.515489157021193,5.703830718994141,8.538379669189453,0.2582879066467285,33.01668167114258,4.21097993850708,0.8835625648498535,2.6773508158956822,6.148029327392578,9.014134407043457,0.23075509071350098,32.23370611667633,4.466894149780273,0.8680676221847534
14,21.55590727074862,5.205791473388672,7.951498508453369,0.3567460775375366,30.92392385005951,3.9194142818450928,0.9018739461898804,2.611670763166119,5.541750907897949,8.36733341217041,0.3371874690055847,29.107505083084106,4.124703407287598,0.8890933990478516
15,19.254984253787917,4.831554889678955,7.463115692138672,0.43333709239959717,29.81429696083069,3.6948258876800537,0.9165877103805542,2.5627937445502065,5.068912506103516,7.826174736022949,0.42014992237091064,27.008455991744995,3.858097791671753,0.9049100875854492
16,17.569672487509752,4.57098913192749,7.084681034088135,0.48934799432754517,29.497429728507996,3.5336050987243652,0.9278629422187805,2.52038163169291,4.715933322906494,7.379274368286133,0.4844818711280823,25.6961852312088,3.652822971343994,0.9183342456817627
