epoch,train_loss,train_mae,train_rmse,train_r2,train_mape,train_crps,train_coverage_80,val_loss,val_mae,val_rmse,val_r2,val_mape,val_crps,val_coverage_80
1,1.567902756824746,5.909361362457275,7.663973331451416,0.47330141067504883,32.67433941364288,4.139965057373047,0.8351988196372986,0.7946994076505232,4.391208648681641,5.847034931182861,0.7041383981704712,30.699217319488525,3.116029977798462,0.8448674082756042
2,0.8492980712240031,4.111638069152832,5.586763858795166,0.7201181054115295,30.822035670280457,2.922274351119995,0.8373042941093445,0.6072528701649899,4.024367809295654,5.536654949188232,0.7347153425216675,30.973422527313232,2.858429193496704,0.867803692817688
3,0.736653105864167,3.9201254844665527,5.3437089920043945,0.7439411282539368,30.040308833122253,2.7478246688842773,0.8454281091690063,0.5897823398193104,3.9141693115234375,5.471465110778809,0.7409256100654602,31.724968552589417,2.785736083984375,0.8553885817527771
4,0.6947070998616988,3.803744316101074,5.206024646759033,0.7569661736488342,29.459157586097717,2.6592507362365723,0.8479831218719482,0.515207616050848,3.828695774078369,5.184980869293213,0.7673454284667969,28.138303756713867,2.6454763412475586,0.8574979305267334
5,0.6598799735263845,3.718029737472534,5.119877815246582,0.7649428844451904,28.679323196411133,2.597797155380249,0.8509336709976196,0.47521602722446316,3.656437635421753,5.051950454711914,0.7791306972503662,27.947556972503662,2.5529940128326416,0.8627296090126038
6,0.61741545721852,3.596440553665161,4.992062568664551,0.7765325307846069,27.691730856895447,2.5174689292907715,0.8580291867256165,0.45366972456708476,3.53257155418396,4.959890365600586,0.787106990814209,27.565428614616394,2.4856619834899902,0.8629578948020935
7,0.5644200822195041,3.459545612335205,4.855954647064209,0.7885520458221436,26.587247848510742,2.4284262657165527,0.8609309196472168,0.40822516745357423,3.3827309608459473,4.815293312072754,0.7993391156196594,25.822702050209045,2.392350912094116,0.8787525296211243
8,0.5124107012273986,3.3188693523406982,4.716360092163086,0.8005343079566956,25.3222793340683,2.3371543884277344,0.8674219846725464,0.36958924035706586,3.302675724029541,4.743323802947998,0.8052924871444702,23.413462936878204,2.337569236755371,0.8655270934104919
9,0.4603865159791495,3.1649363040924072,4.5583319664001465,0.813677191734314,23.808296024799347,2.2372617721557617,0.8715188503265381,0.30777518415565125,3.0500295162200928,4.462080478668213,0.8276973366737366,22.690707445144653,2.1756539344787598,0.8813731670379639
10,0.4019063239357178,2.9499623775482178,4.325896739959717,0.8321943283081055,22.101140022277832,2.104788064956665,0.8823670744895935,0.2520785058656948,2.7652924060821533,4.128096580505371,0.852525532245636,20.467615127563477,1.997833490371704,0.8859359622001648
11,0.32629857469914647,2.6778903007507324,4.031183242797852,0.8542799353599548,19.92783546447754,1.9416205883026123,0.8887394666671753,0.19277697124264456,2.551379680633545,3.936455011367798,0.8659002780914307,18.815582990646362,1.879539966583252,0.8931354880332947
12,0.27127770894646,2.511700391769409,3.8655707836151123,0.8660072088241577,18.650010228157043,1.842541217803955,0.8896867036819458,0.16150954565363068,2.437046527862549,3.792832136154175,0.875507116317749,18.24960559606552,1.8056368827819824,0.8968269228935242
13,0.2368288145251225,2.4196953773498535,3.770179033279419,0.8725387454032898,18.00682693719864,1.7866780757904053,0.8919259905815125,0.1435916844808884,2.415895462036133,3.7826380729675293,0.8761754631996155,17.76624768972397,1.7806578874588013,0.8824921250343323
14,0.21264646370776907,2.3703770637512207,3.72062087059021,0.8758676052093506,17.66839325428009,1.7532966136932373,0.890921413898468,0.10848029339284988,2.329768419265747,3.7002580165863037,0.8815101385116577,17.356501519680023,1.7358595132827759,0.8978430032730103
15,0.18390164777541523,2.3132307529449463,3.658841133117676,0.8799557685852051,17.219732701778412,1.717089056968689,0.8931810855865479,0.0865894038693614,2.2994446754455566,3.641403913497925,0.8852494359016418,16.740261018276215,1.7051087617874146,0.8910679221153259
16,0.1611373964158152,2.2758162021636963,3.619320869445801,0.8825350403785706,16.967616975307465,1.69159734249115,0.8940116763114929,0.08239200966138589,2.2933096885681152,3.6366829872131348,0.8855467438697815,16.49407595396042,1.7029814720153809,0.8940004706382751
17,0.15324542112009032,2.2595901489257812,3.6039047241210938,0.8835335373878479,16.84211641550064,1.681473970413208,0.8932885527610779,0.0805427551505704,2.2698276042938232,3.6300535202026367,0.8859636783599854,17.122523486614227,1.6910274028778076,0.8922544717788696
